iter	RMSE
561	14.89063371
562	14.87989019
563	14.86850936
564	14.85385474
565	14.8406762
566	14.82692554
567	14.81651406
568	14.8056379
569	14.79247263
570	14.78358872
571	14.76760639
572	14.76170204
573	14.75699515
574	14.74847671
575	14.73993836
576	14.72413942
577	14.71174095
578	14.70358238
579	14.6916063
580	14.68037996
581	14.67061543
582	14.66208026
583	14.64799938
584	14.63299084
585	14.62737022
586	14.61790299
587	14.60677359
588	14.59691018
589	14.58561007
590	14.58364271
591	14.56777429
592	14.55444271
593	14.5390126
594	14.5266476
595	14.51807237
596	14.50845371
597	14.50209612
598	14.49184189
599	14.48087786
600	14.47024263
601	14.4559383
602	14.44566403
603	14.43493543
604	14.42362414
605	14.41408466
606	14.40825816
607	14.39864739
608	14.3870596
609	14.37603057
610	14.36449741
611	14.35614159
612	14.34247781
613	14.33271677
614	14.31758239
615	14.309815
616	14.29952668
617	14.28080744
618	14.26865969
619	14.25983386
620	14.24761693
621	14.23849577
622	14.22544102
623	14.21622558
624	14.2078649
625	14.197069
626	14.19170162
627	14.18626658
628	14.17730582
629	14.17122493
630	14.15956809
631	14.14552633
632	14.1334681
633	14.12556824
634	14.11412104
635	14.10475031
636	14.09495054
637	14.08769132
638	14.07808317
639	14.07021773
640	14.0637282
641	14.05104252
642	14.0395703
643	14.03023088
644	14.02197943
645	14.01183741
646	14.00282557
647	13.99272512
648	13.98389113
649	13.97500913
650	13.96223357
651	13.95577492
652	13.95458394
653	13.94366471
654	13.93581296
655	13.93038568
656	13.918564
657	13.91034307
658	13.89931964
659	13.89094886
660	13.87807731
661	13.87147609
662	13.86086344
663	13.85235735
664	13.85147338
665	13.84368753
666	13.83266591
667	13.82293599
668	13.81364916
669	13.8022064
670	13.79675752
671	13.78811372
672	13.78674077
673	13.77772418
674	13.76668459
675	13.75852621
676	13.74986108
677	13.7385388
678	13.73216368
679	13.71987577
680	13.71885609
681	13.71019651
682	13.70198265
683	13.6950236
684	13.69390045
685	13.6836866
686	13.67570747
687	13.6647526
688	13.65603292
689	13.64809359
690	13.63765977
691	13.62842963
692	13.61788754
693	13.61113115
694	13.60494882
695	13.59570259
696	13.58740844
697	13.57825858
698	13.57241752
699	13.56442591
700	13.55288564
701	13.54818972
702	13.53727481
703	13.53030988
704	13.52981295
705	13.51735132
706	13.51032721
707	13.50332098
708	13.4871782
709	13.47512027
710	13.46437712
711	13.45306318
712	13.44462392
713	13.43720239
714	13.43159483
715	13.41877467
716	13.41154187
717	13.40099143
718	13.39352074
719	13.3804249
720	13.37939601
721	13.37293904
722	13.3721467
723	13.36114787
724	13.35328215
725	13.34425551
726	13.34377695
727	13.33600508
728	13.32991305
729	13.32419266
730	13.31035108
731	13.30420139
732	13.29272388
733	13.28460403
734	13.27591896
735	13.26801138
736	13.26083348
737	13.25405248
738	13.24200738
739	13.23117821
740	13.22144514
741	13.22102609
742	13.21488308
743	13.20274619
744	13.19572233
745	13.18667154
746	13.17929642
747	13.17282458
748	13.16125419
749	13.15087256
750	13.14021352
751	13.13357613
752	13.12475597
753	13.11854597
754	13.11234419
755	13.10269949
756	13.089235
757	13.08824706
758	13.07999222
759	13.07501316
760	13.06344467
761	13.05428749
762	13.05381444
763	13.04654373
764	13.04611189
765	13.0362621
766	13.02831718
767	13.01698411
768	13.01047746
769	13.00295396
770	12.99664219
771	12.98832798
772	12.98038078
773	12.97764332
774	12.97056308
775	12.96124745
776	12.95324524
777	12.9439687
778	12.94355993
779	12.93199734
780	12.9155997
781	12.9056528
782	12.89680135
783	12.8884816
784	12.88238724
785	12.87481086
786	12.8677782
787	12.86737388
788	12.85595763
789	12.84835581
790	12.83733908
791	12.82794524
792	12.81904313
793	12.81359604
794	12.81015979
795	12.80358113
796	12.79592533
797	12.79256617
798	12.7859739
799	12.77564689
800	12.76891822
801	12.76241937
802	12.75568379
803	12.75479758
804	12.74824631
805	12.73844278
806	12.73437212
807	12.72928794
808	12.72197645
809	12.71113401
810	12.69908406
811	12.69017601
812	12.68184131
813	12.67561065
814	12.67362836
815	12.66747558
816	12.65913064
817	12.6505386
818	12.65016364
819	12.64094097
820	12.63655501
821	12.63560107
822	12.62624098
823	12.61771992
824	12.60924133
825	12.60063802
826	12.59344339
827	12.5877684
828	12.57755789
829	12.57706884
830	12.56701884
831	12.56322567
832	12.55729774
833	12.54806975
834	12.5358304
835	12.52588869
836	12.51913474
837	12.5103289
838	12.50985405
839	12.50110545
840	12.49572402
841	12.48841435
842	12.48246402
843	12.47776715
844	12.47194163
845	12.46340927
846	12.45309682
847	12.44127663
848	12.43204372
849	12.43138554
850	12.42175418
851	12.41597521
852	12.41482699
853	12.41177801
854	12.40296754
855	12.3954835
856	12.38827352
857	12.37322066
858	12.36722245
859	12.36037639
860	12.35516066
861	12.33923115
862	12.33373989
863	12.33339763
864	12.3221479
865	12.32010246
866	12.30943617
867	12.30301934
868	12.2941342
869	12.28357499
870	12.28154711
871	12.2805061
872	12.27339986
873	12.27260921
874	12.26591925
875	12.25891602
876	12.25842365
877	12.24744727
878	12.24125476
879	12.22736492
880	12.22060201
881	12.21335177
882	12.2086491
883	12.20619599
884	12.19966278
885	12.19924131
886	12.18810318
887	12.17744471
888	12.1674979
889	12.1571513
890	12.14749706
891	12.13715201
892	12.12639831
893	12.12001762
894	12.11494029
895	12.11444591
896	12.10674511
897	12.10515874
898	12.10033522
899	12.09614289
900	12.08898802
901	12.08868197
902	12.07918628
903	12.06946101
904	12.06245058
905	12.05465197
906	12.04491907
907	12.03510273
908	12.0272691
909	12.01875512
910	12.00778194
911	11.99970695
912	11.98952904
913	11.98267159
914	11.97300191
915	11.9726941
916	11.96848997
917	11.95943054
918	11.95122324
919	11.94294881
920	11.93842884
921	11.93316097
922	11.9265853
923	11.91786853
924	11.91384734
925	11.90913766
926	11.90444931
927	11.8974753
928	11.89160435
929	11.88305956
930	11.87543278
931	11.86719845
932	11.85942756
933	11.85159834
934	11.84713844
935	11.83493131
936	11.82909667
937	11.82273799
938	11.81694227
939	11.8160589
940	11.80940905
941	11.79998601
942	11.79229107
943	11.77862147
944	11.77185708
945	11.76698223
946	11.75990166
947	11.75088686
948	11.73986942
949	11.73059502
950	11.72453249
951	11.71923155
952	11.71669005
953	11.70754773
954	11.70250499
955	11.7012917
956	11.69329198
957	11.69300737
958	11.68911495
959	11.68351266
960	11.67906928
961	11.66847914
962	11.66081725
963	11.65565726
964	11.65340016
965	11.64877647
966	11.64009841
967	11.63295705
968	11.62400954
969	11.60909557
970	11.59885232
971	11.59525494
972	11.59136443
973	11.58195479
974	11.57467077
975	11.56830941
976	11.56047812
977	11.55255506
978	11.53996809
979	11.53473121
980	11.53040556
981	11.52098232
982	11.51305814
983	11.50830439
984	11.50024345
985	11.49506857
986	11.48595752
987	11.48065405
988	11.4736064
989	11.46799809
990	11.46422284
991	11.46293518
992	11.45792648
993	11.45127081
994	11.44414314
995	11.4358387
996	11.42869361
997	11.42391443
998	11.41599994
999	11.41499807
